26
tax3                    	0           	0.93432038  	0.91174485  	0.79441823  	0.14173779  	0.64157902  	0.75172348  	0.75746915  	0.74632172  	0.74549703  	0.73237004  	0.71969275  	0.71118905  	0.66031393  	0.74933702  	0.72415786  	0.74679782  	0.65951149  	0.71297465  	0.66536963  	0.7308667   	0.70080302  	0.66536963  	0.70002688  	0.73134775  	0.69332361  	
tax5                    	0.93432038  	0           	0.8893953   	0.76257301  	0.92820239  	0.67788441  	0.6370578   	0.73444622  	0.57187987  	0.67272187  	0.59497045  	0.73111933  	0.18423846  	0.57478501  	0.67737897  	0.52765769  	0.68209427  	0.57476047  	0.67094961  	0.56990842  	0.6255244   	0.72325281  	0.56990842  	0.61017547  	0.68884992  	0.54351965  	
tax2                    	0.91174485  	0.8893953   	0           	0.7249048   	0.92585082  	0.77936844  	0.7454348   	0.73265149  	0.70265192  	0.73161332  	0.70321511  	0.71701912  	0.73069017  	0.72844     	0.68137795  	0.57089155  	0.6887626   	0.72300879  	0.72510129  	0.72352037  	0.73242637  	0.7013989   	0.72352037  	0.6970435   	0.67394431  	0.71244153  	
tax67                   	0.79441823  	0.76257301  	0.7249048   	0           	0.76630136  	0.53495982  	0.47243439  	0.34372492  	0.51177756  	0.23019016  	0.49354596  	0.13129322  	0.43447455  	0.42550753  	0.25388169  	0.39726532  	0.23782538  	0.42441294  	0.22591253  	0.41793305  	0.25112476  	0.12308982  	0.41793305  	0.23845406  	0.15802908  	0.35395647  	
tax1                    	0.14173779  	0.92820239  	0.92585082  	0.76630136  	0           	0.71255953  	0.73693123  	0.74069477  	0.78073361  	0.70940262  	0.77349236  	0.71844871  	0.72122695  	0.68098126  	0.71884854  	0.73316486  	0.72892103  	0.70108388  	0.71414824  	0.68609634  	0.73089721  	0.7176989   	0.68609634  	0.6943654   	0.72481481  	0.71815448  	
tax7                    	0.64157902  	0.67788441  	0.77936844  	0.53495982  	0.71255953  	0           	0.50726885  	0.51422475  	0.47055848  	0.51457021  	0.46597719  	0.52310398  	0.4791923   	0.45874188  	0.50476195  	0.40413599  	0.50455978  	0.44168428  	0.51686933  	0.45432964  	0.45208895  	0.47919161  	0.45432964  	0.49111863  	0.51337217  	0.43392633  	
tax6                    	0.75172348  	0.6370578   	0.7454348   	0.47243439  	0.73693123  	0.50726885  	0           	0.5742915   	0.40618666  	0.49558498  	0.41663533  	0.56204159  	0.47977438  	0.32024916  	0.53532988  	0.44103887  	0.51455537  	0.30378723  	0.52188645  	0.31626674  	0.54862067  	0.50271288  	0.31626674  	0.54218968  	0.52526695  	0.2956423   	
tax37                   	0.75746915  	0.73444622  	0.73265149  	0.34372492  	0.74069477  	0.51422475  	0.5742915   	0           	0.5361388   	0.36715049  	0.53603223  	0.32857945  	0.53403525  	0.52704428  	0.25151787  	0.44180341  	0.24579633  	0.49365691  	0.32961589  	0.52258412  	0.3045754   	0.37882821  	0.52258412  	0.28777778  	0.3128223   	0.48283159  	
tax9                    	0.74632172  	0.57187987  	0.70265192  	0.51177756  	0.78073361  	0.47055848  	0.40618666  	0.5361388   	0           	0.48969257  	0.03214682  	0.5145301   	0.41968473  	0.34804584  	0.4710753   	0.39615495  	0.49021303  	0.33437669  	0.46980383  	0.34384012  	0.476031    	0.50514184  	0.34384012  	0.50933614  	0.48842711  	0.30705971  	
tax75                   	0.74549703  	0.67272187  	0.73161332  	0.23019016  	0.70940262  	0.51457021  	0.49558498  	0.36715049  	0.48969257  	0           	0.47998892  	0.25785024  	0.4087508   	0.45478078  	0.2685247   	0.39752905  	0.26907219  	0.41742509  	0.15199492  	0.44742956  	0.19864086  	0.23529948  	0.44742956  	0.17653568  	0.25585688  	0.39921404  	
tax10                   	0.73237004  	0.59497045  	0.70321511  	0.49354596  	0.77349236  	0.46597719  	0.41663533  	0.53603223  	0.03214682  	0.47998892  	0           	0.51025497  	0.42846539  	0.35226824  	0.48049087  	0.41477858  	0.49224371  	0.33755967  	0.46956511  	0.34807803  	0.47624491  	0.49459843  	0.34807803  	0.50891207  	0.48991028  	0.31490133  	
tax41                   	0.71969275  	0.73111933  	0.71701912  	0.13129322  	0.71844871  	0.52310398  	0.56204159  	0.32857945  	0.5145301   	0.25785024  	0.51025497  	0           	0.54499791  	0.47614077  	0.30079819  	0.46090522  	0.27451024  	0.46024883  	0.2596283   	0.4717757   	0.30348378  	0.08539683  	0.4717757   	0.28804927  	0.14351357  	0.4292654   	
tax8                    	0.71118905  	0.18423846  	0.73069017  	0.43447455  	0.72122695  	0.4791923   	0.47977438  	0.53403525  	0.41968473  	0.4087508   	0.42846539  	0.54499791  	0           	0.41409259  	0.48522056  	0.3935114   	0.50547076  	0.39931777  	0.49569211  	0.4097914   	0.44490717  	0.47278875  	0.4097914   	0.44886158  	0.50730701  	0.38946445  	
tax11                   	0.66031393  	0.57478501  	0.72844     	0.42550753  	0.68098126  	0.45874188  	0.32024916  	0.52704428  	0.34804584  	0.45478078  	0.35226824  	0.47614077  	0.41409259  	0           	0.4517796   	0.41276756  	0.44784633  	0.246589    	0.47630573  	0.00318292  	0.48001298  	0.44676527  	0.00318292  	0.4714372   	0.43804279  	0.23670397  	
tax39                   	0.74933702  	0.67737897  	0.68137795  	0.25388169  	0.71884854  	0.50476195  	0.53532988  	0.25151787  	0.4710753   	0.2685247   	0.48049087  	0.30079819  	0.48522056  	0.4517796   	0           	0.43358711  	0.21388989  	0.45740343  	0.28347635  	0.44746054  	0.29603106  	0.33225051  	0.44746054  	0.23724319  	0.26048233  	0.43474551  	
tax17                   	0.72415786  	0.52765769  	0.57089155  	0.39726532  	0.73316486  	0.40413599  	0.44103887  	0.44180341  	0.39615495  	0.39752905  	0.41477858  	0.46090522  	0.3935114   	0.41276756  	0.43358711  	0           	0.40957677  	0.37210314  	0.42305413  	0.40830847  	0.38135393  	0.48257549  	0.40830847  	0.38741798  	0.4247219   	0.37294105  	
tax42                   	0.74679782  	0.68209427  	0.6887626   	0.23782538  	0.72892103  	0.50455978  	0.51455537  	0.24579633  	0.49021303  	0.26907219  	0.49224371  	0.27451024  	0.50547076  	0.44784633  	0.21388989  	0.40957677  	0           	0.44386899  	0.28173261  	0.4435168   	0.2646651   	0.30820473  	0.4435168   	0.22017584  	0.2978145   	0.41228933  	
tax18                   	0.65951149  	0.57476047  	0.72300879  	0.42441294  	0.70108388  	0.44168428  	0.30378723  	0.49365691  	0.33437669  	0.41742509  	0.33755967  	0.46024883  	0.39931777  	0.246589    	0.45740343  	0.37210314  	0.44386899  	0           	0.44870744  	0.24274767  	0.45017193  	0.41343105  	0.24274767  	0.44714282  	0.44378473  	0.20372951  	
tax58                   	0.71297465  	0.67094961  	0.72510129  	0.22591253  	0.71414824  	0.51686933  	0.52188645  	0.32961589  	0.46980383  	0.15199492  	0.46956511  	0.2596283   	0.49569211  	0.47630573  	0.28347635  	0.42305413  	0.28173261  	0.44870744  	0           	0.47189792  	0.23830716  	0.24759194  	0.47189792  	0.25054616  	0.26465629  	0.42723406  	
tax12                   	0.66536963  	0.56990842  	0.72352037  	0.41793305  	0.68609634  	0.45432964  	0.31626674  	0.52258412  	0.34384012  	0.44742956  	0.34807803  	0.4717757   	0.4097914   	0.00318292  	0.44746054  	0.40830847  	0.4435168   	0.24274767  	0.47189792  	0           	0.47557453  	0.44131198  	0           	0.4670759   	0.43372724  	0.23289084  	
tax44                   	0.7308667   	0.6255244   	0.73242637  	0.25112476  	0.73089721  	0.45208895  	0.54862067  	0.3045754   	0.476031    	0.19864086  	0.47624491  	0.30348378  	0.44490717  	0.48001298  	0.29603106  	0.38135393  	0.2646651   	0.45017193  	0.23830716  	0.47557453  	0           	0.29721852  	0.47557453  	0.24695354  	0.29287071  	0.45106927  	
tax40                   	0.70080302  	0.72325281  	0.7013989   	0.12308982  	0.7176989   	0.47919161  	0.50271288  	0.37882821  	0.50514184  	0.23529948  	0.49459843  	0.08539683  	0.47278875  	0.44676527  	0.33225051  	0.48257549  	0.30820473  	0.41343105  	0.24759194  	0.44131198  	0.29721852  	0           	0.44131198  	0.32112375  	0.14898166  	0.37820154  	
tax13                   	0.66536963  	0.56990842  	0.72352037  	0.41793305  	0.68609634  	0.45432964  	0.31626674  	0.52258412  	0.34384012  	0.44742956  	0.34807803  	0.4717757   	0.4097914   	0.00318292  	0.44746054  	0.40830847  	0.4435168   	0.24274767  	0.47189792  	0           	0.47557453  	0.44131198  	0           	0.4670759   	0.43372724  	0.23289084  	
tax51                   	0.70002688  	0.61017547  	0.6970435   	0.23845406  	0.6943654   	0.49111863  	0.54218968  	0.28777778  	0.50933614  	0.17653568  	0.50891207  	0.28804927  	0.44886158  	0.4714372   	0.23724319  	0.38741798  	0.22017584  	0.44714282  	0.25054616  	0.4670759   	0.24695354  	0.32112375  	0.4670759   	0           	0.27071569  	0.42096014  	
tax43                   	0.73134775  	0.68884992  	0.67394431  	0.15802908  	0.72481481  	0.51337217  	0.52526695  	0.3128223   	0.48842711  	0.25585688  	0.48991028  	0.14351357  	0.50730701  	0.43804279  	0.26048233  	0.4247219   	0.2978145   	0.44378473  	0.26465629  	0.43372724  	0.29287071  	0.14898166  	0.43372724  	0.27071569  	0           	0.40754291  	
tax20                   	0.69332361  	0.54351965  	0.71244153  	0.35395647  	0.71815448  	0.43392633  	0.2956423   	0.48283159  	0.30705971  	0.39921404  	0.31490133  	0.4292654   	0.38946445  	0.23670397  	0.43474551  	0.37294105  	0.41228933  	0.20372951  	0.42723406  	0.23289084  	0.45106927  	0.37820154  	0.23289084  	0.42096014  	0.40754291  	0           	
