20
tax1                    	0           	0.46336364  	0.39895619  	0.45742549  	0.37932374  	0.41777827  	0.44698554  	0.33593932  	0.44507764  	0.45558052  	0.43314784  	0.45834217  	0.42482621  	0.41479553  	0.43395969  	0.43924109  	0.44223626  	0.41092747  	0.44583964  	0.42949482  	
tax137                  	0.46336364  	0           	0.27185019  	0.17373274  	0.21671855  	0.16773664  	0.12191017  	0.21940586  	0.17079424  	0.026941    	0.14072968  	0.17338104  	0.1278396   	0.16471605  	0.03568167  	0.17807641  	0.12160243  	0.10956337  	0.1681784   	0.15666383  	
tax2                    	0.39895619  	0.27185019  	0           	0.27409197  	0.20845881  	0.27103853  	0.28337056  	0.19392028  	0.2481225   	0.28660258  	0.26443848  	0.27321041  	0.26490399  	0.26427035  	0.26973505  	0.26354241  	0.2823063   	0.26819424  	0.249353    	0.25385295  	
tax22                   	0.45742549  	0.17373274  	0.27409197  	0           	0.24082535  	0.16618944  	0.16376298  	0.23208914  	0.08174856  	0.18091341  	0.14871389  	0.02072543  	0.16280189  	0.16174808  	0.18347023  	0.06724801  	0.16899946  	0.18037143  	0.08067769  	0.1516883   	
tax3                    	0.37932374  	0.21671855  	0.20845881  	0.24082535  	0           	0.25286641  	0.2429415   	0.16164313  	0.24086651  	0.23190162  	0.25688587  	0.24346642  	0.23542555  	0.25248655  	0.23439013  	0.22748413  	0.24094312  	0.22442783  	0.23660965  	0.22626881  	
tax5                    	0.41777827  	0.16773664  	0.27103853  	0.16618944  	0.25286641  	0           	0.16170397  	0.21613631  	0.1694445   	0.1750311   	0.12238645  	0.16927752  	0.17642495  	0           	0.17482803  	0.16546547  	0.16170397  	0.16920294  	0.17052257  	0.06221499  	
tax207                  	0.44698554  	0.12191017  	0.28337056  	0.16376298  	0.2429415   	0.16170397  	0           	0.23181821  	0.17473975  	0.12879487  	0.1453998   	0.16506344  	0.12543182  	0.15690396  	0.1394517   	0.16680314  	0.03209234  	0.12382314  	0.17586596  	0.15595     	
tax4                    	0.33593932  	0.21940586  	0.19392028  	0.23208914  	0.16164313  	0.21613631  	0.23181821  	0           	0.23699179  	0.22391462  	0.21379537  	0.23895845  	0.20387297  	0.21334869  	0.2254753   	0.22486892  	0.22362917  	0.20698521  	0.23691898  	0.20363024  	
tax7                    	0.44507764  	0.17079424  	0.2481225   	0.08174856  	0.24086651  	0.1694445   	0.17473975  	0.23699179  	0           	0.18574337  	0.15159602  	0.08980316  	0.1611618   	0.16608827  	0.1850715   	0.08924071  	0.1763692   	0.16886337  	0           	0.15596552  	
tax118                  	0.45558052  	0.026941    	0.28660258  	0.18091341  	0.23190162  	0.1750311   	0.12879487  	0.22391462  	0.18574337  	0           	0.14785103  	0.1824662   	0.1284725   	0.17208368  	0.03686789  	0.19229892  	0.13008434  	0.10890095  	0.18505809  	0.16396901  	
tax58                   	0.43314784  	0.14072968  	0.26443848  	0.14871389  	0.25688587  	0.12238645  	0.1453998   	0.21379537  	0.15159602  	0.14785103  	0           	0.15145815  	0.14895835  	0.11930641  	0.1569545   	0.15078832  	0.13866395  	0.14238459  	0.1507935   	0.10407202  	
tax16                   	0.45834217  	0.17338104  	0.27321041  	0.02072543  	0.24346642  	0.16927752  	0.16506344  	0.23895845  	0.08980316  	0.1824662   	0.15145815  	0           	0.16811529  	0.16480652  	0.18517338  	0.07146612  	0.17036778  	0.18371284  	0.09033626  	0.15449405  	
tax82                   	0.42482621  	0.1278396   	0.26490399  	0.16280189  	0.23542555  	0.17642495  	0.12543182  	0.20387297  	0.1611618   	0.1284725   	0.14895835  	0.16811529  	0           	0.17163549  	0.13866572  	0.16048356  	0.12198707  	0.10503741  	0.16218367  	0.14953262  	
tax12                   	0.41479553  	0.16471605  	0.26427035  	0.16174808  	0.25248655  	0           	0.15690396  	0.21334869  	0.16608827  	0.17208368  	0.11930641  	0.16480652  	0.17163549  	0           	0.17143887  	0.1627584   	0.15690396  	0.16799264  	0.16688583  	0.06015564  	
