23
AkaBr_L12568            	0           	0.12025494  	0.11905769  	0.1104278   	0.10160516  	0.11834966  	0.11274555  	0.11647785  	0.10891804  	0.11308792  	0.11420782  	0.10766108  	0.1073858   	0.10294235  	0.11439053  	0.10646239  	0.10492858  	0.11001931  	0.10388575  	0.0944232   	0.10766108  	0.10810103  	0.10791293  	
BraBr_DQ310542          	0.12025494  	0           	0.11714005  	0.11286721  	0.11155114  	0.08622324  	0.09768648  	0.08570964  	0.11430999  	0.11110005  	0.08801216  	0.11621049  	0.0975988   	0.08101853  	0.01997653  	0.09753192  	0.1146943   	0.08157692  	0.09741301  	0.08868498  	0.11621049  	0.05000238  	0.11034119  	
BraBr_AP000423          	0.11905769  	0.11714005  	0           	0.11256768  	0.11206644  	0.1125466   	0.10040009  	0.11366295  	0.10217617  	0.03670122  	0.11175256  	0.1012104   	0.10023751  	0.10525165  	0.11472932  	0.068833    	0.0994188   	0.10700205  	0.10054455  	0.09904876  	0.1012104   	0.10778245  	0.02374519  	
BraBr_DQ310545          	0.1104278   	0.11286721  	0.11256768  	0           	0.11343977  	0.11540562  	0.10626097  	0.10677588  	0.07683987  	0.11094827  	0.11392966  	0.07811953  	0.1080745   	0.10970007  	0.10950136  	0.09725204  	0.07676386  	0.10377239  	0.07596361  	0.09731144  	0.07811953  	0.1026928   	0.10232935  	
BatBr_M88341            	0.10160516  	0.11155114  	0.11206644  	0.11343977  	0           	0.11476112  	0.10858796  	0.11652015  	0.10634239  	0.10870587  	0.1140628   	0.10174161  	0.10159617  	0.11260343  	0.10388575  	0.10914894  	0.09988758  	0.10843502  	0.10315618  	0.10184087  	0.10174161  	0.09955263  	0.10348412  	
BraBr_DQ310541          	0.11834966  	0.08622324  	0.1125466   	0.11540562  	0.11476112  	0           	0.10306823  	0.08175064  	0.11080185  	0.10628894  	0.03188293  	0.10713847  	0.10198834  	0.0766884   	0.08016695  	0.10196153  	0.10536492  	0.06873844  	0.10560985  	0.09558298  	0.10713847  	0.07763484  	0.09913805  	
BraBr_AY174636          	0.11274555  	0.09768648  	0.10040009  	0.10626097  	0.10858796  	0.10306823  	0           	0.10140242  	0.09535406  	0.09077544  	0.10542772  	0.09928032  	0.02974491  	0.09568167  	0.09294994  	0.07678616  	0.08918304  	0.09320829  	0.08994694  	0.07721403  	0.09928032  	0.09193154  	0.08890732  	
BraBr_AY483262          	0.11647785  	0.08570964  	0.11366295  	0.10677588  	0.11652015  	0.08175064  	0.10140242  	0           	0.11054417  	0.11105495  	0.08041197  	0.10649585  	0.10228414  	0.07184825  	0.0758189   	0.09563224  	0.10395129  	0.07477007  	0.09829595  	0.09235848  	0.10649585  	0.06766338  	0.10509822  	
BraBr_AY167979          	0.10891804  	0.11430999  	0.10217617  	0.07683987  	0.10634239  	0.11080185  	0.09535406  	0.11054417  	0           	0.09159177  	0.10713665  	0.02842412  	0.09435414  	0.10136618  	0.11166998  	0.09965944  	0.03656405  	0.10247815  	0.07089787  	0.09036917  	0.02842412  	0.10791388  	0.09067413  	
BraBr_DQ310544          	0.11308792  	0.11110005  	0.03670122  	0.11094827  	0.10870587  	0.10628894  	0.09077544  	0.11105495  	0.09159177  	0           	0.10692665  	0.09796984  	0.08889828  	0.10116286  	0.10870587  	0.06557773  	0.09089983  	0.1044633   	0.08887189  	0.09418269  	0.09796984  	0.1086626   	0.02754523  	
