20
tax1                    	0           	1.1314594   	1.0919103   	1.0144973   	0.56065944  	0.46159515  	1.0662732   	0.49629731  	1.0400518   	0.53551449  	0.99961841  	0.54452986  	1.0168063   	0.85729296  	1.094798    	1.0162522   	0.96787992  	1.0244874   	0.97045928  	1.0361257   	
tax10                   	1.1314594   	0           	0.84677302  	0.64551484  	0.99247424  	1.0720391   	0.65570813  	1.0623757   	0.52927263  	1.0130062   	0.44191017  	0.99480598  	0.50712353  	0.17514227  	0.41438613  	0.56775471  	0.53011185  	0.45250374  	0.54878075  	0.43769151  	
tax7                    	1.0919103   	0.84677302  	0           	0.98883831  	1.0508303   	1.0394244   	0.87434483  	1.0592547   	0.85005028  	1.0125031   	0.97355491  	1.0038019   	0.74902189  	1.1232297   	0.72743752  	0.70975688  	0.65879484  	0.69554551  	0.70322529  	0.7945061   	
tax9                    	1.0144973   	0.64551484  	0.98883831  	0           	1.1000652   	1.1207239   	0.58377901  	1.0369692   	0.61568042  	1.062807    	0.39199863  	1.0537705   	0.40309123  	0.71705831  	0.40012757  	0.58078174  	0.53586041  	0.18699931  	0.56606861  	0.41101601  	
tax4                    	0.56065944  	0.99247424  	1.0508303   	1.1000652   	0           	0.54404221  	0.99773211  	0.56287961  	0.99327558  	0.35111516  	0.99177339  	0.3482131   	0.99715631  	0.9134873   	0.94000862  	0.93898163  	0.93343583  	0.95365608  	0.9144065   	0.94622144  	
tax2                    	0.46159515  	1.0720391   	1.0394244   	1.1207239   	0.54404221  	0           	1.0510088   	0.42201689  	1.0484008   	0.52597602  	1.0369601   	0.53292767  	1.0023695   	0.92588499  	1.0816457   	0.94862686  	0.93434517  	0.98402347  	0.92786904  	1.0254354   	
tax8                    	1.0662732   	0.65570813  	0.87434483  	0.58377901  	0.99773211  	1.0510088   	0           	1.0655798   	0.4065953   	0.99844502  	0.58147918  	0.99682454  	0.61436903  	0.90034887  	0.49418604  	0.2544665   	0.53696818  	0.52804458  	0.3963293   	0.53150121  	
tax3                    	0.49629731  	1.0623757   	1.0592547   	1.0369692   	0.56287961  	0.42201689  	1.0655798   	0           	1.0384867   	0.54001156  	1.0335045   	0.54712757  	1.0133494   	0.71656604  	1.0833381   	0.9607826   	0.92563554  	0.9815435   	0.93629415  	1.0135809   	
tax11                   	1.0400518   	0.52927263  	0.85005028  	0.61568042  	0.99327558  	1.0484008   	0.4065953   	1.0384867   	0           	1.0069668   	0.46357095  	0.99788355  	0.57846318  	0.51977743  	0.43458055  	0.35748885  	0.50023606  	0.43540875  	0.35186305  	0.45799397  	
tax5                    	0.53551449  	1.0130062   	1.0125031   	1.062807    	0.35111516  	0.52597602  	0.99844502  	0.54001156  	1.0069668   	0           	1.0019786   	0.38460739  	0.98855108  	0.8655156   	0.98131994  	0.92082499  	0.90266667  	0.93565979  	0.90538107  	0.96158932  	
tax17                   	0.99961841  	0.44191017  	0.97355491  	0.39199863  	0.99177339  	1.0369601   	0.58147918  	1.0335045   	0.46357095  	1.0019786   	0           	1.0047673   	0.45119958  	0.27511074  	0.33650795  	0.49357133  	0.50055429  	0.50249099  	0.48963056  	0.38771919  	
tax6                    	0.54452986  	0.99480598  	1.0038019   	1.0537705   	0.3482131   	0.53292767  	0.99682454  	0.54712757  	0.99788355  	0.38460739  	1.0047673   	0           	0.99816316  	0.89098321  	0.93435652  	0.91250118  	0.87886295  	0.90928073  	0.89651177  	0.9320358   	
tax16                   	1.0168063   	0.50712353  	0.74902189  	0.40309123  	0.99715631  	1.0023695   	0.61436903  	1.0133494   	0.57846318  	0.98855108  	0.45119958  	0.99816316  	0           	0.80036603  	0.48404735  	0.50495616  	0.49927022  	0.39495708  	0.50957967  	0.29108578  	
tax14                   	0.85729296  	0.17514227  	1.1232297   	0.71705831  	0.9134873   	0.92588499  	0.90034887  	0.71656604  	0.51977743  	0.8655156   	0.27511074  	0.89098321  	0.80036603  	0           	0.5742772   	0.53921547  	0.45226293  	0.66031721  	0.47880465  	0.44443931  	
tax21                   	1.094798    	0.41438613  	0.72743752  	0.40012757  	0.94000862  	1.0816457   	0.49418604  	1.0833381   	0.43458055  	0.98131994  	0.33650795  	0.93435652  	0.48404735  	0.5742772   	0           	0.54186893  	0.42992427  	0.37361612  	0.46297576  	0.2821714   	
tax12                   	1.0162522   	0.56775471  	0.70975688  	0.58078174  	0.93898163  	0.94862686  	0.2544665   	0.9607826   	0.35748885  	0.92082499  	0.49357133  	0.91250118  	0.50495616  	0.53921547  	0.54186893  	0           	0.4976045   	0.45854589  	0.34470321  	0.48716218  	
tax15                   	0.96787992  	0.53011185  	0.65879484  	0.53586041  	0.93343583  	0.93434517  	0.53696818  	0.92563554  	0.50023606  	0.90266667  	0.50055429  	0.87886295  	0.49927022  	0.45226293  	0.42992427  	0.4976045   	0           	0.42927278  	0.47073493  	0.44756856  	
tax24                   	1.0244874   	0.45250374  	0.69554551  	0.18699931  	0.95365608  	0.98402347  	0.52804458  	0.9815435   	0.43540875  	0.93565979  	0.50249099  	0.90928073  	0.39495708  	0.66031721  	0.37361612  	0.45854589  	0.42927278  	0           	0.47149158  	0.3795595   	
tax13                   	0.97045928  	0.54878075  	0.70322529  	0.56606861  	0.9144065   	0.92786904  	0.3963293   	0.93629415  	0.35186305  	0.90538107  	0.48963056  	0.89651177  	0.50957967  	0.47880465  	0.46297576  	0.34470321  	0.47073493  	0.47149158  	0           	0.4876226   	
tax22                   	1.0361257   	0.43769151  	0.7945061   	0.41101601  	0.94622144  	1.0254354   	0.53150121  	1.0135809   	0.45799397  	0.96158932  	0.38771919  	0.9320358   	0.29108578  	0.44443931  	0.2821714   	0.48716218  	0.44756856  	0.3795595   	0.4876226   	0           	
