20
tax1                    	0           	1.0448376   	0.66085357  	0.84074299  	0.67466006  	0.70036619  	0.79449999  	0.70471417  	0.74064211  	0.74962926  	0.7903161   	0.76230028  	0.77355632  	0.77221573  	0.79597928  	0.75021954  	0.75330276  	0.67798029  	0.69878127  	0.69468169  	
tax7                    	1.0448376   	0           	0.98469691  	0.75118154  	0.84742069  	0.82802032  	0.63424087  	0.7439768   	0.73203947  	0.67556204  	0.62814704  	0.60082895  	0.56670994  	0.49883835  	0.59789853  	0.58798974  	0.56483362  	0.59683279  	0.62323012  	0.49263486  	
tax2                    	0.66085357  	0.98469691  	0           	0.84385885  	0.68236837  	0.77953361  	0.77184263  	0.70932837  	0.73756654  	0.75921455  	0.73838188  	0.73843321  	0.76894213  	0.73403279  	0.72847736  	0.74493184  	0.70037707  	0.66145288  	0.69552598  	0.6401637   	
tax11                   	0.84074299  	0.75118154  	0.84385885  	0           	0.73706399  	0.54594344  	0.61333736  	0.66679212  	0.61476949  	0.59388206  	0.5966107   	0.60864622  	0.5859662   	0.59505444  	0.582269    	0.59292305  	0.5477874   	0.58934402  	0.54263782  	0.55687939  	
tax9                    	0.67466006  	0.84742069  	0.68236837  	0.73706399  	0           	0.72410704  	0.65794668  	0.59943784  	0.64279899  	0.65727091  	0.62196923  	0.62557856  	0.59690731  	0.57700724  	0.58330664  	0.56587553  	0.57704509  	0.58827651  	0.57699578  	0.54699888  	
tax10                   	0.70036619  	0.82802032  	0.77953361  	0.54594344  	0.72410704  	0           	0.63607369  	0.63974527  	0.59844004  	0.62454311  	0.62495425  	0.61613233  	0.62426775  	0.62811266  	0.59913845  	0.59580687  	0.55184886  	0.60389683  	0.55606826  	0.61298942  	
tax22                   	0.79449999  	0.63424087  	0.77184263  	0.61333736  	0.65794668  	0.63607369  	0           	0.57606248  	0.51535816  	0.51555269  	0.48789286  	0.47589865  	0.44856896  	0.45998061  	0.4292271   	0.44567433  	0.39322617  	0.45241275  	0.33169865  	0.44261202  	
tax12                   	0.70471417  	0.7439768   	0.70932837  	0.66679212  	0.59943784  	0.63974527  	0.57606248  	0           	0.56517444  	0.56451698  	0.53530451  	0.53390639  	0.5617764   	0.50077904  	0.53370579  	0.53964283  	0.54280998  	0.51211178  	0.52317021  	0.4541653   	
tax13                   	0.74064211  	0.73203947  	0.73756654  	0.61476949  	0.64279899  	0.59844004  	0.51535816  	0.56517444  	0           	0.50503871  	0.49920303  	0.52659997  	0.46947699  	0.52372642  	0.45443982  	0.4843462   	0.43178399  	0.46913418  	0.44966777  	0.49791724  	
tax14                   	0.74962926  	0.67556204  	0.75921455  	0.59388206  	0.65727091  	0.62454311  	0.51555269  	0.56451698  	0.50503871  	0           	0.50347757  	0.49557898  	0.4827937   	0.50517981  	0.38771277  	0.45921631  	0.41416508  	0.49223696  	0.4214992   	0.46590394  	
tax25                   	0.7903161   	0.62814704  	0.73838188  	0.5966107   	0.62196923  	0.62495425  	0.48789286  	0.53530451  	0.49920303  	0.50347757  	0           	0.45458786  	0.43109231  	0.4611509   	0.42978932  	0.42164408  	0.46100615  	0.40679241  	0.43700425  	0.42154362  	
tax28                   	0.76230028  	0.60082895  	0.73843321  	0.60864622  	0.62557856  	0.61613233  	0.47589865  	0.53390639  	0.52659997  	0.49557898  	0.45458786  	0           	0.41833943  	0.42885545  	0.42594568  	0.29561548  	0.43664198  	0.4042629   	0.41497885  	0.41343552  	
tax33                   	0.77355632  	0.56670994  	0.76894213  	0.5859662   	0.59690731  	0.62426775  	0.44856896  	0.5617764   	0.46947699  	0.4827937   	0.43109231  	0.41833943  	0           	0.40948181  	0.39998244  	0.35226212  	0.408932    	0.32848869  	0.39591426  	0.37975003  	
tax30                   	0.77221573  	0.49883835  	0.73403279  	0.59505444  	0.57700724  	0.62811266  	0.45998061  	0.50077904  	0.52372642  	0.50517981  	0.4611509   	0.42885545  	0.40948181  	0           	0.40536686  	0.39201589  	0.4322394   	0.38748966  	0.42390314  	0.24510288  	
tax36                   	0.79597928  	0.59789853  	0.72847736  	0.582269    	0.58330664  	0.59913845  	0.4292271   	0.53370579  	0.45443982  	0.38771277  	0.42978932  	0.42594568  	0.39998244  	0.40536686  	0           	0.38756309  	0.3918494   	0.39489254  	0.36710305  	0.39395116  	
tax43                   	0.75021954  	0.58798974  	0.74493184  	0.59292305  	0.56587553  	0.59580687  	0.44567433  	0.53964283  	0.4843462   	0.45921631  	0.42164408  	0.29561548  	0.35226212  	0.39201589  	0.38756309  	0           	0.41536529  	0.35251588  	0.36527427  	0.36097276  	
tax39                   	0.75330276  	0.56483362  	0.70037707  	0.5477874   	0.57704509  	0.55184886  	0.39322617  	0.54280998  	0.43178399  	0.41416508  	0.46100615  	0.43664198  	0.408932    	0.4322394   	0.3918494   	0.41536529  	0           	0.43248852  	0.31311679  	0.41058254  	
tax40                   	0.67798029  	0.59683279  	0.66145288  	0.58934402  	0.58827651  	0.60389683  	0.45241275  	0.51211178  	0.46913418  	0.49223696  	0.40679241  	0.4042629   	0.32848869  	0.38748966  	0.39489254  	0.35251588  	0.43248852  	0           	0.4014007   	0.38376641  	
tax50                   	0.69878127  	0.62323012  	0.69552598  	0.54263782  	0.57699578  	0.55606826  	0.33169865  	0.52317021  	0.44966777  	0.4214992   	0.43700425  	0.41497885  	0.39591426  	0.42390314  	0.36710305  	0.36527427  	0.31311679  	0.4014007   	0           	0.41029385  	
tax46                   	0.69468169  	0.49263486  	0.6401637   	0.55687939  	0.54699888  	0.61298942  	0.44261202  	0.4541653   	0.49791724  	0.46590394  	0.42154362  	0.41343552  	0.37975003  	0.24510288  	0.39395116  	0.36097276  	0.41058254  	0.38376641  	0.41029385  	0           	
